Circuit Name, Average Runtime: Level 1, Run Times Level 1, Gate Count: Level 1, Ratio: Level 1
qft_indep_qiskit_120.qasm,0.13781736679375173,"[0.13925250002648681, 0.13782212499063462, 0.13766454200958833, 0.13658954197308049, 0.13775812496896833]",2858,5.016842105263158
qft_indep_qiskit_95.qasm,0.16169207540806382,"[0.1629958749981597, 0.15899154200451449, 0.16106533404672518, 0.1611019169795327, 0.16430570901138708]",3213,5.01685393258427
qft_indep_qiskit_83.qasm,0.24113538321107625,"[0.1711943750269711, 0.16519233299186453, 0.16785287501988932, 0.16653745801886544, 0.5348998749977909]",3513,4.874581939799331
qft_indep_qiskit_82.qasm,0.20122906659962608,"[0.20119045802857727, 0.19958733301609755, 0.20440574997337535, 0.2002300419844687, 0.2007317499956116]",4113,4.952243125904486
qft_indep_qiskit_94.qasm,0.26250895818229764,"[0.26739166700281203, 0.26257358299335465, 0.2583239999949001, 0.26075783296255395, 0.26349770795786753]",4898,4.958637469586375
qft_indep_qiskit_57.qasm,0.34588207480264826,"[0.2670641249860637, 0.6710803749738261, 0.26396191702224314, 0.26285779097815976, 0.2644461660529487]",5470,4.9135135135135135
qft_indep_qiskit_6.qasm,0.3900327002047561,"[0.2998005000408739, 0.29672033397946507, 0.29960162501083687, 0.31393612502142787, 0.7401049169711769]",6253,5.05324298160697
qft_indep_qiskit_41.qasm,0.6001896747853607,"[0.31911354197654873, 0.3186206659884192, 0.7831206249538809, 0.7918477909988724, 0.7882457500090823]",6633,4.991869918699187
qft_indep_qiskit_16.qasm,0.44542112479684876,"[0.8238473749952391, 0.3477207910036668, 0.3552622919669375, 0.3527063330402598, 0.34756883297814056]",7327,4.937601296596434
qft_indep_qiskit_61.qasm,0.44010704999091105,"[0.3400248329853639, 0.8311739169876091, 0.3373499999870546, 0.344522874976974, 0.34746362501755357]",8027,4.837818181818182
qft_indep_qiskit_36.qasm,0.5351658498053439,"[0.42166387499310076, 0.41968545800773427, 0.42670245800400153, 0.9797166659845971, 0.42806079203728586]",8959,4.925264550264551
qft_indep_qiskit_20.qasm,0.4513978499802761,"[0.4550161249935627, 0.44789004197809845, 0.451346707995981, 0.4536835419712588, 0.44905283296247944]",9595,4.8973570989551325
qft_indep_qiskit_77.qasm,0.6149084915989078,"[0.5016395410057157, 0.4998728330247104, 1.0636780000058934, 0.5033803749829531, 0.5059717089752667]",10587,4.888209121245828
qft_indep_qiskit_98.qasm,0.5345819247770123,"[0.5344243749859743, 0.5378163330024108, 0.5324734999448992, 0.5358111249515787, 0.5323842910001986]",11374,4.951857666143381
qft_indep_qiskit_101.qasm,0.850675166619476,"[0.5811645830399357, 0.5883705000160262, 1.2715248330496252, 0.5795579169644043, 1.2327580000273883]",12457,4.929081389814374
qft_indep_qiskit_117.qasm,0.9024741581990383,"[0.6322914580232464, 1.2795829999959096, 0.6276572920032777, 1.3338794159935787, 0.6389596249791794]",13300,4.877154220061865
qft_indep_qiskit_11.qasm,0.6710140415816568,"[0.6666622499469668, 0.6742665419587865, 0.667090000002645, 0.6716977500473149, 0.6753536659525707]",14250,4.959849435382685
qft_indep_qiskit_46.qasm,0.7129052002215758,"[0.7267900000442751, 0.7100626670289785, 0.7160860000294633, 0.7075091250007972, 0.7040782090043649]",14909,4.885906040268456
qft_indep_qiskit_50.qasm,0.8148137502139434,"[0.6467895000241697, 1.4543848750181496, 0.6522728339768946, 0.6717067920253612, 0.648914750025142]",15554,4.923076923076923
qft_indep_qiskit_93.qasm,0.9997600248083472,"[0.8281831669737585, 0.8224824580247514, 1.7024913750356063, 0.8248337080003694, 0.8208094160072505]",17562,4.895266868076535
qft_indep_qiskit_85.qasm,1.1076079581980594,"[1.0388848329894245, 1.783549249987118, 0.9059586249641143, 0.9063131250441074, 0.9033339580055326]",19384,4.909756097560976
qft_indep_qiskit_110.qasm,1.1318503163871356,"[0.9423765409737825, 0.9122128750314005, 1.9623295829514973, 0.9177843329962343, 0.9245482499827631]",19725,4.959214501510574
qft_indep_qiskit_106.qasm,1.1837860500090756,"[0.9903769580414519, 1.9888447499834, 0.974963459011633, 0.9812016250216402, 0.9835434579872526]",21025,4.929216018048505
qft_indep_qiskit_70.qasm,1.3164983502123504,"[1.0663843750371598, 1.0664537500124425, 2.2927173750358634, 1.0897774169570766, 1.0671588340192102]",22841,5.04579142403388
qft_indep_qiskit_27.qasm,1.152181850001216,"[1.156008167017717, 1.1517069999827072, 1.1449022499728017, 1.159336082986556, 1.148955750046298]",24718,4.9346938775510205
qft_indep_qiskit_31.qasm,1.4893425169982948,"[1.2223567090113647, 1.2131989999907091, 2.586346374999266, 1.214079083991237, 1.2107314169988967]",26348,4.962434940031681
qft_indep_qiskit_66.qasm,1.2032135248184204,"[1.2136496659950353, 1.1942105830530636, 1.1960744590032846, 1.2047225830028765, 1.207410333037842]",26076,4.919636776390465
qft_indep_qiskit_89.qasm,1.5960156499990261,"[1.2869582080165856, 1.2801104999962263, 2.8381680409656838, 1.2951578340143897, 1.2796836670022458]",28108,4.947524333474397
qft_indep_qiskit_67.qasm,1.7243441666127182,"[1.4265306249726564, 2.9805144580313936, 1.4047334580100141, 1.405504334019497, 1.4044379580300301]",30434,4.908367307318967
qft_indep_qiskit_88.qasm,1.7676826584036462,"[1.3900800829869695, 1.3841907500172965, 1.3897342080017552, 3.286949542001821, 1.3874587090103887]",29297,4.98998159885504
qft_indep_qiskit_30.qasm,1.8548390081967228,"[1.4896283749840222, 1.4793034580070525, 1.4838391250232235, 3.3316846669767983, 1.489739415992517]",31718,4.931924443613241
qft_indep_qiskit_26.qasm,1.655930616601836,"[1.7306740410276689, 1.7326353329699486, 1.5980358750093728, 1.6170529589871876, 1.6012548750150017]",34323,4.946465696465697
qft_indep_qiskit_71.qasm,1.885843816807028,"[1.8724051670287736, 1.8951183329918422, 1.9571509169763885, 1.7629151670262218, 1.9416295000119135]",37911,4.860411191837996
qft_indep_qiskit_107.qasm,2.7807250750251113,"[4.167039167019539, 4.370561792049557, 1.88033950002864, 1.746592707990203, 1.7390922080376185]",37249,4.9144172753255
qft_indep_qiskit_111.qasm,2.4288071582093833,"[2.2934764160308987, 1.8994435000349768, 1.9228221669909544, 1.8263295409851708, 4.201964167004917]",38756,4.9205621753742745
qft_indep_qiskit_84.qasm,2.161821308603976,"[2.118260958988685, 2.0368599169887602, 2.244940874981694, 2.222332167031709, 2.186712625029031]",41273,4.939415743272414
qft_indep_qiskit_92.qasm,2.863984266796615,"[2.104928791988641, 5.326061750005465, 2.208287040994037, 2.143148291972466, 2.537495459022466]",43111,4.952091674720419
qft_indep_qiskit_51.qasm,2.7367870411952024,"[5.220673165982589, 1.9646698749857023, 1.9693456660024822, 2.1247053329716437, 2.404541166033596]",41526,4.930591259640103
qft_indep_qiskit_47.qasm,2.424048966600094,"[2.351792583009228, 2.337707541999407, 2.2428840000065975, 2.9637139999540523, 2.224146708031185]",46742,4.925709939148073
qft_indep_qiskit_10.qasm,3.0340662752045318,"[2.3422810420161113, 2.827796917001251, 2.3825184169691056, 2.2284181250142865, 5.389316875021905]",47491,4.9415738771425
qft_indep_qiskit_87.qasm,3.111657583608758,"[2.524844416999258, 2.383229917031713, 2.434899832995143, 2.405370042019058, 5.809943708998617]",51598,4.908393450131684
qft_indep_qiskit_68.qasm,4.231603399803862,"[2.662939208035823, 8.039278708049096, 2.8832759999786504, 3.4934395829914138, 4.079083499964327]",53375,4.842272329246935
qft_indep_qiskit_29.qasm,4.284757233422715,"[2.733062333019916, 4.20580700004939, 3.6770564999897033, 7.429707542003598, 3.378152792050969]",57094,4.85519433904215
qft_indep_qiskit_91.qasm,3.9263450666097923,"[3.41955799999414, 2.9943347920197994, 6.885395041026641, 3.6641400000080466, 2.6682975000003353]",54934,4.947168994262206
qft_indep_qiskit_108.qasm,4.593499108415562,"[3.4972001659916714, 4.148102959035896, 7.104931500041857, 4.470229416969232, 3.7470315000391565]",56988,4.902433972035215
qft_indep_qiskit_52.qasm,5.102974450006149,"[5.154264500015415, 6.941167625016533, 3.879443582962267, 4.433990082994569, 5.106006459041964]",58770,4.86292897047087
qft_indep_qiskit_3.qasm,4.713115075195674,"[3.5353233339847066, 10.044518832990434, 3.105017333989963, 3.5622734580538236, 3.318442416959442]",62907,4.901773149451168
qft_indep_qiskit_44.qasm,5.936598933383356,"[8.444491333968472, 3.31129833299201, 3.162643499963451, 10.484375416999683, 4.280186082993168]",65510,4.869545739629065
qft_indep_qiskit_13.qasm,3.6232722916058266,"[3.158611375023611, 3.7015260829939507, 4.03903625003295, 3.5256924590212293, 3.6914952909573913]",64788,4.8935686345856455
qft_indep_qiskit_64.qasm,4.303445424791425,"[4.358165582991205, 3.3774402079870924, 4.342473624972627, 3.5472528749960475, 5.891894833010156]",66308,4.9003381384588005
qft_indep_qiskit_33.qasm,5.545494841621258,"[4.320695000002161, 3.810075500048697, 4.90733050002018, 10.03527649998432, 4.654096708050929]",69567,4.87311101730688
qft_indep_qiskit_25.qasm,4.746034700190648,"[5.283639084023889, 5.003459833969828, 4.178250916011166, 4.307702458987478, 4.957121207960881]",73308,4.873567823091099
qft_indep_qiskit_72.qasm,5.238870558224153,"[9.423666917020455, 4.753666832984891, 4.010795708047226, 3.8463708750205114, 4.159852458047681]",75757,4.865814943863724
qft_indep_qiskit_104.qasm,5.851032450399361,"[3.740189582982566, 3.656521834025625, 3.935098541958723, 11.767185584001709, 6.156166709028184]",72648,4.8972319181751764
qft_indep_qiskit_112.qasm,5.167767766793259,"[3.7082012919709086, 3.652829375001602, 10.643707917013671, 4.135496999952011, 3.6986032500281]",76461,4.843855090186487
qft_indep_qiskit_48.qasm,6.346882424794603,"[3.912695041974075, 4.23920279101003, 5.887318665976636, 11.86809862498194, 5.827097000030335]",83667,4.819908180300501
qft_indep_qiskit_113.qasm,4.429108616814483,"[4.828439833014272, 4.0236965420190245, 5.267239458975382, 4.0475107920356095, 3.9786564580281265]",81064,4.847085978072706
qft_indep_qiskit_49.qasm,5.279410949989687,"[5.580853207968175, 5.475986000034027, 5.299345874984283, 5.810556207958143, 4.23031345900381]",88852,4.8401472328118835
qft_indep_qiskit_105.qasm,5.575949850003235,"[6.192131708026864, 4.477315250027459, 5.739857249951456, 4.853687416994944, 6.6167576250154525]",84312,4.83191533513177
qft_indep_qiskit_73.qasm,6.880835750210099,"[5.05404004198499, 5.905073417001404, 5.515920292004012, 4.735327917034738, 13.193817083025351]",87700,4.860340795188773
qft_indep_qiskit_24.qasm,6.922900950000622,"[4.928334249998443, 12.507883167010732, 6.959247125021648, 4.847391124989372, 5.371649082982913]",98233,4.817767249037607
qft_indep_qiskit_32.qasm,8.235379125189501,"[9.504649582959246, 4.5498083750135265, 5.983555833983701, 4.851428666966967, 16.28745316702407]",93869,4.789022510021585
qft_indep_qiskit_65.qasm,14.056774616416078,"[11.615674875036348, 6.593716082978062, 6.222400916041806, 24.196180625003763, 21.65590058302041]",97599,4.792569291946109
qft_indep_qiskit_12.qasm,13.58701040019514,"[7.969662709045224, 22.79120516596595, 5.270813749986701, 18.897517166973557, 13.005853209004272]",107927,4.760407771135782
qft_indep_qiskit_2.qasm,13.535933950194158,"[13.407346624997444, 6.855492917005904, 6.936943374981638, 31.96883262495976, 8.511054209026042]",110935,4.758071213536801
qft_indep_qiskit_45.qasm,15.295806892006658,"[26.23609291698085, 9.97267179202754, 10.138978582981508, 20.850814584002364, 9.280476584041025]",113764,4.802509435886973
qft_indep_qiskit_109.qasm,7.6102730997954495,"[6.300325707998127, 6.4773616250022314, 8.072325707995333, 9.426109749998432, 7.775242707983125]",104267,4.78361437763479
qft_indep_qiskit_53.qasm,18.150324549991637,"[6.939530749979895, 14.542666791996453, 24.186732083035167, 34.129574749968015, 10.953118374978658]",108900,4.7876275510204085
qft_indep_qiskit_90.qasm,13.043071475008038,"[31.14338341599796, 6.703211250016466, 9.225207249983214, 8.593577000021469, 9.549978459021077]",115572,4.7997691574246
qft_indep_qiskit_28.qasm,10.701291974808555,"[9.10741420800332, 15.303161167015787, 9.086659333028365, 13.599026083014905, 6.410199082980398]",120984,4.7534715617272205
qft_indep_qiskit_86.qasm,10.8085175249842,"[7.162308124999981, 17.142578332975972, 9.31773233396234, 10.174614749965258, 10.245354083017446]",119886,4.7565543071161045
qft_indep_qiskit_69.qasm,13.697525333205704,"[19.679320625029504, 6.639009625010658, 8.195178749971092, 25.548035665997304, 8.42608200001996]",126025,4.754303456463175
qft_indep_qiskit_62.qasm,10.659642825217452,"[12.520389000012074, 6.374059000052512, 15.58733150002081, 8.484815584030002, 10.331619041971862]",129621,4.7217709896706985
qft_indep_qiskit_35.qasm,18.656490599992686,"[20.122173624986317, 14.35505962499883, 16.403523374989163, 32.63644024997484, 9.765256125014275]",131001,4.7320819112627985
qft_indep_qiskit_23.qasm,18.951663616998122,"[19.871128999977373, 11.595888666983228, 34.13942925003357, 18.313200459000655, 10.838670708995778]",138365,4.7093047245719
qft_indep_qiskit_74.qasm,8.39792891658144,"[7.154595291998703, 14.52348512498429, 6.933521249971818, 6.944817082956433, 6.433225832995959]",130975,4.782305416979383
qft_indep_qiskit_58.qasm,12.835154283198062,"[12.74362708296394, 11.078067624999676, 15.946312125015538, 12.984767540998291, 11.422997042012867]",140919,4.750153017505203
qft_indep_qiskit_102.qasm,14.28802881637821,"[7.291584542021155, 15.760793290974107, 25.95662174996687, 10.164801290957257, 12.266343207971659]",144906,4.7363524801076755
qft_indep_qiskit_9.qasm,15.065202607994433,"[23.684607832983602, 27.66575704101706, 6.9756765000056475, 7.7914405829505995, 9.20853108301526]",141867,4.751287144768314
qft_indep_qiskit_114.qasm,11.74830491677858,"[7.495244124962483, 7.328309166943654, 28.226412374991924, 7.352583916974254, 8.338975000020582]",149442,4.7735280482151135
qft_indep_qiskit_19.qasm,13.132394999801182,"[28.877552249992732, 11.033838458009996, 7.6445321250357665, 9.42260275001172, 8.683449415955693]",151757,4.712452006323873
qft_indep_qiskit_81.qasm,12.806352641619743,"[9.52440525003476, 29.08913645800203, 8.203056542028207, 8.540758625022136, 8.674406333011575]",162030,4.713933067672885
qft_indep_qiskit_39.qasm,9.86953019159846,"[10.759039458003826, 10.767261250002775, 8.056250791007187, 11.883546416996978, 7.881553041981533]",163359,4.689374151081392
qft_indep_qiskit_97.qasm,14.830984399991575,"[11.689752166974358, 9.552913332998287, 9.676860583014786, 32.43229704198893, 10.803098874981515]",164076,4.686815472064328
qft_indep_qiskit_78.qasm,9.408533608203289,"[11.083304708008654, 10.193099208991043, 9.26783287501894, 8.4367072909954, 8.061723958002403]",168427,4.742677895598213
qft_indep_qiskit_54.qasm,13.39733707481064,"[15.83901308302302, 10.862489291001111, 15.435498125036247, 9.15485962497769, 15.694825250015128]",175143,4.665308102862688
qft_indep_qiskit_42.qasm,11.889408350002487,"[10.824532458966132, 9.792350624979008, 13.40094412502367, 13.439715833053924, 11.989498707989696]",179953,4.656586929871437
qft_indep_qiskit_118.qasm,17.840495541796553,"[21.78662254201481, 17.698535125004128, 19.57267124997452, 13.68777245900128, 16.45687633298803]",180161,4.730676251669953
qft_indep_qiskit_5.qasm,16.8349313168088,"[23.968821458984166, 19.270534957991913, 9.796423416002654, 8.854580709012225, 22.28429604205303]",179987,4.705179409154304
qft_indep_qiskit_15.qasm,14.921749991597608,"[21.28011145797791, 18.419502958015073, 13.814838583988603, 8.82861512497766, 12.265681833028793]",186429,4.704681762545899
qft_indep_qiskit_14.qasm,24.15187570019625,"[22.346904459001962, 38.08386779099237, 27.273404584033415, 21.201492916967254, 11.853708749986254]",191271,4.685820451843044
qft_indep_qiskit_43.qasm,14.653022191824856,"[10.652817166992463, 17.662911083025392, 16.432872000033967, 15.352443875046447, 13.164066834026016]",195666,4.6714782608695655
qft_indep_qiskit_119.qasm,20.502287258394063,"[20.349413541029207, 14.832892542006448, 14.461292958992999, 11.980380499968305, 40.88745674997335]",204682,4.6445314654459215
qft_indep_qiskit_4.qasm,16.42579943338642,"[15.342158874962479, 20.281812958943192, 16.037020583054982, 14.592843374994118, 15.875161374977324]",212099,4.65808568532252
qft_indep_qiskit_55.qasm,25.386264091997873,"[13.63855470897397, 33.35797766700853, 17.010922625020612, 49.88913591700839, 13.034729541977867]",208223,4.671951186292937
qft_indep_qiskit_96.qasm,16.99707276658155,"[26.15528899995843, 15.285018957976718, 17.148902749991976, 12.409970957960468, 13.98618216702016]",206067,4.661181318681319
qft_indep_qiskit_79.qasm,26.385669966612475,"[51.48166458302876, 25.777875250030775, 19.59469887497835, 16.038394208007958, 19.035716917016543]",220248,4.668605548978226
qft_indep_qiskit_38.qasm,17.857902516785543,"[14.808680916961748, 19.361662333016284, 23.68522912496701, 17.59498891700059, 13.838951291982085]",218390,4.655867194986144
qft_indep_qiskit_80.qasm,24.603460524592084,"[15.211525041959248, 56.74177416600287, 15.518107041018084, 20.111855041002855, 15.434041332977358]",225783,4.665395327829774
qft_indep_qiskit_18.qasm,26.365437441586984,"[24.448417707986664, 63.310375083005056, 13.976094457961153, 15.818536499980837, 14.273763459001202]",217791,4.661320509487913
qft_indep_qiskit_8.qasm,20.27164575820789,"[17.51962012500735, 15.618168416025583, 26.959744166000746, 21.320554709003773, 19.940141375001986]",228374,4.667411157434981
qft_indep_qiskit_115.qasm,19.47952936659567,"[22.744107124977745, 19.583720624970738, 20.60119462502189, 18.76267625001492, 15.70594820799306]",239590,4.6423239055177445
qft_indep_qiskit_59.qasm,28.458547291799913,"[23.494132541993167, 17.416789042006712, 19.240343249985017, 65.94995475001633, 16.191516874998342]",240541,4.647960741036417
qft_indep_qiskit_103.qasm,26.588477083179168,"[25.879258875036612, 22.965907166013494, 25.830896708997898, 29.67342608293984, 28.592896582907997]",223830,4.658703071672355
qft_indep_qiskit_75.qasm,36.69471839179751,"[29.23352695896756, 34.18315695901401, 62.78044762497302, 36.44699729105923, 20.8294631249737]",253498,4.634666251750428
qft_indep_qiskit_22.qasm,34.62212032517418,"[18.793730166973546, 79.63081224996131, 17.996793834026903, 32.72539637493901, 23.963868999970146]",253033,4.637487746190179
qft_indep_qiskit_34.qasm,24.312517024972475,"[20.118395833997056, 29.624770125024952, 18.55555495794397, 30.852897292003036, 22.41096691589337]",250606,4.655743624464003
qft_indep_qiskit_63.qasm,44.619844141579236,"[76.40855874994304, 20.71356033300981, 26.395486040972173, 66.22966133395676, 33.35195425001439]",275862,4.630181439679981
