Circuit Name, Average Runtime: Level 3, Run Times Level 3, Gate Count: Level 3, Ratio: Level 3
qft_indep_qiskit_20.qasm,17.365572016802616,"[17.455615999992006, 17.18488995800726, 17.5111891249544, 17.303636167023797, 17.37252883403562]",9754,6.130116959064328
qft_indep_qiskit_77.qasm,19.217062983219513,"[19.302618000016082, 18.96292387502035, 19.203422375023365, 19.09498308302136, 19.5213675830164]",10192,6.122292103424179
qft_indep_qiskit_98.qasm,22.03165989998961,"[21.979656915995292, 21.923790916975122, 22.239636833022814, 21.857144834008068, 22.158069999946747]",10723,6.264905149051491
qft_indep_qiskit_101.qasm,22.54669001660077,"[22.150794000015594, 22.782177125045564, 22.799627874977887, 22.62019774998771, 22.38065333297709]",11590,6.127921279212792
qft_indep_qiskit_117.qasm,22.73644605858717,"[22.558601791970432, 22.876283999998122, 22.545092583983205, 22.78603962500347, 22.916212291980628]",12602,6.052042529378848
qft_indep_qiskit_11.qasm,29.358382341789547,"[28.89122008398408, 28.659934750001412, 29.553684416983742, 29.840355541964527, 29.846716916013975]",13567,6.058792924037461
qft_indep_qiskit_46.qasm,25.794570358400232,"[25.667182542034425, 25.377059624996036, 25.70468499994604, 25.47878445900278, 26.745140166021883]",14799,6.104656745079213
qft_indep_qiskit_50.qasm,31.057290158211252,"[30.97527762502432, 30.69640720798634, 30.748329083027784, 31.054069500009064, 31.812367375008762]",14911,6.080246913580247
qft_indep_qiskit_93.qasm,32.20875713339774,"[32.29906774999108, 31.691869625006802, 31.871786749979947, 31.90398612502031, 33.277075416990556]",16475,6.141309059384482
qft_indep_qiskit_85.qasm,35.88328871679259,"[35.640104500052985, 35.53505641699303, 35.769708540989086, 35.826650791976135, 36.64492333395174]",18053,6.062989045383412
qft_indep_qiskit_110.qasm,34.92543507479131,"[35.49571933300467, 34.42892879201099, 34.58937016595155, 34.45499979099259, 35.65815729199676]",18952,6.042735042735043
qft_indep_qiskit_106.qasm,39.35523165820632,"[38.78521441598423, 38.793331125052646, 38.95666887500556, 40.062234584009275, 40.178709290979896]",19855,6.103756708407871
qft_indep_qiskit_70.qasm,42.28556730001001,"[43.40432312502526, 41.944323375006206, 42.12369699997362, 41.954141542024445, 42.00135145802051]",20918,6.095658073270013
qft_indep_qiskit_27.qasm,46.970103658200244,"[45.8613423340139, 47.15122495795367, 47.26681420800742, 47.29124841600424, 47.27988837502198]",22658,6.098370927318296
qft_indep_qiskit_31.qasm,55.039577650197316,"[55.20085633400595, 53.76296941697365, 55.443055082985666, 55.63112145900959, 55.15988595801173]",23816,6.30328120208525
qft_indep_qiskit_66.qasm,51.19512580020819,"[49.83281845902093, 51.36759687500307, 51.56246887502493, 51.67819075001171, 51.5345540419803]",24401,6.183102737709744
qft_indep_qiskit_89.qasm,50.89762299179565,"[51.999920875008684, 50.510794541973155, 50.568758959008846, 50.743543457996566, 50.66509712499101]",25260,6.0108243130724395
qft_indep_qiskit_67.qasm,66.45503581680823,"[66.16468354203971, 66.28519420803059, 66.44671412499156, 66.344585541985, 67.0340016669943]",26955,6.209146830703396
qft_indep_qiskit_88.qasm,67.01050314139574,"[67.32868629100267, 67.29123420797987, 65.5904425419867, 67.40277654101374, 67.43937612499576]",27829,6.102858601327208
qft_indep_qiskit_30.qasm,56.863254441390744,"[57.79983579099644, 58.0653965829988, 56.05002429196611, 56.09699929098133, 56.304016250011045]",28091,6.104451188669701
qft_indep_qiskit_26.qasm,65.9172649997985,"[63.44628199998988, 65.68279629101744, 66.12658929097233, 68.03991216700524, 66.2907452500076]",31536,6.047150837988827
qft_indep_qiskit_71.qasm,72.12993216681062,"[72.01118787500309, 72.743823042023, 72.64859845803585, 72.90399104199605, 70.34206041699508]",32119,6.156639928698752
qft_indep_qiskit_107.qasm,71.12147857501404,"[70.39718029199867, 71.26709650002886, 69.99149612500332, 70.62546604103409, 73.32615391700529]",33475,6.029609407811844
qft_indep_qiskit_111.qasm,96.08554916658905,"[98.08183966699289, 96.05948704096954, 95.28610658296384, 92.94575991702732, 98.05455262499163]",34660,6.2510460251046025
qft_indep_qiskit_84.qasm,166.72974156680283,"[165.3639090830111, 166.51241220900556, 167.31878729199525, 167.49945524998475, 166.95414400001755]",35651,6.259417633883119
qft_indep_qiskit_92.qasm,99.24016821681289,"[97.03023320803186, 99.9349669580115, 101.58874954201747, 102.1357883340097, 95.51110304199392]",35893,6.2146733668341705
qft_indep_qiskit_51.qasm,83.36843475858913,"[78.81024691695347, 83.61135941703105, 85.18866024998715, 87.22290662495652, 82.00900058401749]",35707,6.104456824512535
qft_indep_qiskit_47.qasm,85.1535109583987,"[82.35277270898223, 83.29859437502455, 86.47730924998177, 86.63739795802394, 87.00148049998097]",39630,6.047839231726837
qft_indep_qiskit_10.qasm,88.69633938319748,"[88.75842858297983, 88.15755462500965, 89.76214612502372, 88.34986662497977, 88.45370095799444]",40635,6.107748819310827
qft_indep_qiskit_87.qasm,92.24737679160899,"[92.1606343750027, 89.90647475002334, 95.55192929203622, 90.46728624997195, 93.15055929101072]",42119,6.13276883996613
qft_indep_qiskit_68.qasm,130.06486313299973,"[128.38658395799575, 129.83665570802987, 126.80639070802135, 139.52439370797947, 125.77029158297228]",44279,6.0767140802301425
qft_indep_qiskit_29.qasm,119.0312255752273,"[123.26234516699333, 119.01860162505182, 117.85451070801355, 118.9261543340399, 116.09451604203787]",45309,5.952432100659813
qft_indep_qiskit_91.qasm,141.0465709415963,"[133.76543987501645, 136.23503708298085, 145.58943616697798, 146.86045450001257, 142.7824870829936]",47427,6.101976639712489
qft_indep_qiskit_108.qasm,122.82344347501639,"[122.8702574170311, 123.98691820795648, 118.19639441603795, 118.61905733402818, 130.44459000002826]",50111,6.034110050533408
qft_indep_qiskit_52.qasm,132.06124652498403,"[126.37937270797556, 133.83922345895553, 129.37499387498247, 136.3834950410528, 134.32914754195372]",52974,6.20734693877551
qft_indep_qiskit_3.qasm,125.81634282500018,"[133.30612562497845, 122.01082587504061, 123.83535595901776, 125.90012358297827, 124.02928308298578]",52157,6.040631749460043
qft_indep_qiskit_44.qasm,134.47833499138943,"[139.13898837496527, 133.9669802080025, 132.21684399998048, 127.24674170801882, 139.82212066598004]",52039,6.1986443491492595
qft_indep_qiskit_13.qasm,181.53819679979932,"[177.75226333300816, 181.5500450829859, 188.25272187503288, 176.1756975830067, 183.96025612496305]",56200,6.229225623874453
qft_indep_qiskit_64.qasm,139.35421031659934,"[133.09092412504833, 144.57540933298878, 142.18007649999345, 137.70178637496429, 139.22285525000188]",56798,6.050397219463754
qft_indep_qiskit_33.qasm,142.40151392499683,"[138.2257590420195, 140.37705145799555, 142.09726112498902, 138.90963745798217, 152.39786054199794]",56818,6.117374420643868
qft_indep_qiskit_25.qasm,181.76617801679532,"[182.1258449999732, 180.93883091700263, 184.7709071249701, 177.05377504200442, 183.9415320000262]",60745,6.078186902819856
qft_indep_qiskit_72.qasm,158.9945239249966,"[162.79465037502814, 151.53745908295969, 158.63957837497583, 155.5058874170063, 166.4950443750131]",63431,5.928563626433643
qft_indep_qiskit_104.qasm,168.70625301660039,"[158.7416455000057, 170.66964125004597, 169.51771033299156, 175.00755279196892, 169.5947152079898]",67723,5.959510841640119
qft_indep_qiskit_112.qasm,253.39718674999895,"[259.20022083300864, 252.60480329202255, 255.5591787499725, 246.47547199996188, 253.14625887502916]",66630,6.285151979007217
qft_indep_qiskit_48.qasm,192.1997611584142,"[193.8857388329925, 188.20889633405022, 178.95473937503994, 193.92376070900355, 206.02567054098472]",69957,6.0069110576923075
qft_indep_qiskit_113.qasm,210.4522399834008,"[202.16208604199346, 218.74366045801435, 217.45157216698863, 210.1301314579905, 203.77374979201704]",65891,6.146529284164859
qft_indep_qiskit_49.qasm,262.92739498340524,"[270.4469234580174, 267.0726644169772, 254.3188940419932, 278.6044043750153, 244.19408862502314]",70738,6.306889784113212
qft_indep_qiskit_105.qasm,245.67274243318244,"[233.07917083398206, 254.73442208301276, 240.4552629579557, 259.8751464160159, 240.2197098749457]",71880,6.144419043832621
qft_indep_qiskit_73.qasm,257.82601292498873,"[264.66608420800185, 273.0263250420103, 267.66137624997646, 242.1017007919727, 241.6745783329825]",76681,6.099435237478011
qft_indep_qiskit_24.qasm,416.8403352833819,"[400.7355667499942, 410.674041374994, 441.2183579579578, 427.4070439999923, 404.1666663339711]",77993,6.275466417910447
qft_indep_qiskit_32.qasm,260.3127588083968,"[257.8832350000157, 250.88772549998248, 275.10135199996876, 270.5343924170011, 247.15708912501577]",76386,6.167683212911701
qft_indep_qiskit_65.qasm,683.1649306499982,"[657.6842377079884, 689.8794074169709, 729.9475081660203, 692.5819797500153, 645.7315202089958]",81742,6.264018483959833
qft_indep_qiskit_12.qasm,330.9716887000133,"[411.06751637504203, 322.649726667034, 298.74080408300506, 322.3946700000088, 300.0057263749768]",73845,6.054356132976691
qft_indep_qiskit_2.qasm,563.8636113661923,"[576.5841373329749, 549.1598992910003, 619.5020860829973, 528.3167627079529, 545.7551714160363]",86583,6.231520922074668
qft_indep_qiskit_45.qasm,378.4753178920015,"[353.7005328339874, 457.23910487501416, 392.9132977499976, 349.9108572920086, 338.61279670899967]",83003,6.135132811828419
qft_indep_qiskit_109.qasm,360.28636246679815,"[374.5964402499958, 397.4356295420439, 340.92546916694846, 367.7658473330084, 320.70842604199424]",85519,6.140268848626534
qft_indep_qiskit_53.qasm,465.8629581999965,"[378.0900546659832, 558.4604865419678, 439.11171029199613, 396.15281379100634, 557.499725709029]",90279,6.123165535742465
qft_indep_qiskit_90.qasm,463.604505000019,"[463.2866217500414, 463.15063641703455, 443.56638262502383, 484.87388712499524, 463.1449970829999]",99318,6.1338888090791555
qft_indep_qiskit_28.qasm,358.8246682583937,"[350.1822137499694, 316.00734999997076, 403.1865649590036, 374.05095262499526, 350.69625995802926]",97322,5.925846854540279
qft_indep_qiskit_86.qasm,455.18477493320825,"[434.2850106250262, 444.0986570829991, 460.6973183749942, 472.7375190000166, 464.1053695830051]",99645,6.083096388967871
qft_indep_qiskit_69.qasm,448.6423923501861,"[524.4361692499951, 478.26676808396587, 393.8759827920003, 373.4132498750114, 473.21979174995795]",100118,6.069980933549891
qft_indep_qiskit_62.qasm,478.73845350819175,"[457.94259041699115, 438.73182054096833, 512.5779393750126, 443.1991955830017, 541.2407216249849]",104634,6.0669998649196275
qft_indep_qiskit_35.qasm,394.8303612249903,"[404.3771736670169, 394.41950600000564, 362.6010978749837, 419.088719249994, 393.66530933295144]",101847,6.034604227103191
qft_indep_qiskit_23.qasm,476.43882206659765,"[466.934093207994, 488.1632457500091, 462.09344716597116, 490.0206628750311, 474.98266133398283]",109008,6.163096333289525
qft_indep_qiskit_74.qasm,500.29036920837825,"[509.70122787496075, 455.7573367499863, 495.9540712920134, 507.55618604196934, 532.4830240829615]",109664,6.143769135561201
qft_indep_qiskit_58.qasm,425.2886213416001,"[415.45805412501795, 458.1160795830074, 395.5885815420188, 426.72440737497527, 430.555984082981]",113597,6.135938187072052
qft_indep_qiskit_102.qasm,504.7933983249939,"[547.1980737079866, 513.8409627079964, 484.6383456249605, 498.4746357090189, 479.8149738750071]",119609,6.210573908849771
qft_indep_qiskit_9.qasm,352.5522923415876,"[360.17038512497675, 315.67536975000985, 364.1923643749906, 374.96292629197706, 347.76041616598377]",118601,5.956478385829081
qft_indep_qiskit_114.qasm,370.7346415002248,"[404.29815366701223, 375.47320529201534, 348.6062506250455, 357.7191092920257, 367.5764886250254]",127825,5.99261487964989
qft_indep_qiskit_19.qasm,365.7592277247924,"[374.692480000027, 351.89970920799533, 378.45476629096083, 355.1250904169865, 368.62409270799253]",118037,6.102960645083645
qft_indep_qiskit_81.qasm,504.1710262084031,"[506.46582479198696, 499.9055071249604, 498.70551375002833, 490.70469975000015, 525.0735856250394]",126709,6.168826025459689
qft_indep_qiskit_39.qasm,473.5453210166073,"[471.2601134579745, 461.2649089170154, 476.81962162500713, 459.9791594580165, 498.40280162502313]",124229,6.0717253942050435
qft_indep_qiskit_97.qasm,507.79509084160674,"[481.41849216696573, 523.5338417500025, 531.3456747500459, 510.0770037500188, 492.6004417910008]",139002,6.107531830035281
qft_indep_qiskit_78.qasm,493.1720936331898,"[493.75111433299026, 512.6304227079963, 476.0730343339965, 480.0514809580054, 503.3544158329605]",132772,6.145963401506997
qft_indep_qiskit_54.qasm,576.5445300251828,"[631.8125442499877, 569.1282940839883, 525.5068004169734, 599.7133786249906, 556.5616327499738]",135114,6.198401704848162
qft_indep_qiskit_42.qasm,735.7563722663908,"[725.9998359160381, 775.2610237079789, 719.8312477499712, 739.5257259579957, 718.1640279999701]",144211,6.346085273292242
qft_indep_qiskit_118.qasm,575.3590509332018,"[646.5751751249772, 502.3707025410258, 563.1337129159947, 553.1871660000179, 611.5284980839933]",142549,5.9966133307156175
qft_indep_qiskit_5.qasm,575.9022948249942,"[578.7865804159665, 564.7700480420026, 584.9238775839913, 581.699498083035, 569.3314699999755]",145621,6.153011101286963
qft_indep_qiskit_15.qasm,481.12103904180697,"[462.4443293749937, 527.8356084590196, 443.5093789169914, 472.5318403330166, 499.28403812501347]",141964,6.106372328177404
qft_indep_qiskit_14.qasm,617.3822043167893,"[579.2849643339869, 570.617551125004, 574.9209549999796, 662.5694830829743, 699.5180680420017]",138983,6.129161323416261
qft_indep_qiskit_43.qasm,576.788960466825,"[530.3647784160567, 616.4084659169894, 604.1411635420518, 574.8892040420324, 558.1411904169945]",138120,6.123259412068077
qft_indep_qiskit_119.qasm,634.9219706499949,"[615.7944308330189, 693.1372779579833, 610.424147334008, 628.1687916250085, 627.0852054999559]",154656,6.016104885904823
qft_indep_qiskit_4.qasm,565.6016319581889,"[567.0037382079754, 539.8322404170176, 566.1405837080092, 619.4094686659519, 535.6221287919907]",153328,6.181639344262295
qft_indep_qiskit_55.qasm,964.5601466002059,"[976.3334485000232, 1083.3271199590527, 1009.2523187089828, 869.1635469999746, 884.7242988329963]",169608,6.308484508984358
qft_indep_qiskit_96.qasm,853.4109646834083,"[867.5012049170327, 849.716104290972, 859.7309013750055, 865.6934451670386, 824.4131676669931]",171213,6.2010851278600265
qft_indep_qiskit_79.qasm,814.8494776333915,"[800.7382097920054, 791.5114995419863, 856.5582417499973, 825.1813188329688, 800.2581182499998]",166463,6.230919595152252
qft_indep_qiskit_38.qasm,713.797385749803,"[699.309832333005, 720.5796843750286, 718.0363259160076, 712.534473082982, 718.5266130419914]",164477,6.124225754753757
qft_indep_qiskit_80.qasm,844.9970571415964,"[839.640530750039, 832.4709189579589, 870.8583807499963, 826.7580217919894, 855.2574334579986]",193391,6.093533360231816
qft_indep_qiskit_18.qasm,666.3670166999916,"[679.7829229579656, 674.031554709014, 674.8302279159543, 613.5037672080216, 689.6866107090027]",185538,5.9168654935878315
qft_indep_qiskit_8.qasm,858.7730174999917,"[868.7156060419511, 811.4920252080192, 837.105272582965, 907.5498278340092, 869.002355833014]",185751,6.169915466862238
qft_indep_qiskit_115.qasm,887.6643582831952,"[867.1211988750147, 937.4086125419708, 916.3803620410035, 806.6986629579915, 910.7129549999954]",191330,6.157607272455202
qft_indep_qiskit_59.qasm,1262.4197639168124,"[1267.8737770830048, 1237.6067107919953, 1235.5785821669851, 1243.5306204170338, 1327.5091291250428]",203246,6.329991344489325
qft_indep_qiskit_103.qasm,1349.3839902413777,"[1342.4536108329194, 1323.7523512500338, 1346.777162958053, 1384.2930945409462, 1349.6437316249358]",189421,6.3098830702736075
qft_indep_qiskit_75.qasm,981.7473237165948,"[1003.5343513750704, 992.1310901249526, 981.3660535409581, 957.0423004999757, 974.6628230420174]",207704,6.099535138091332
qft_indep_qiskit_22.qasm,1283.079916267027,"[1279.6112808340695, 1216.4860715840477, 1279.974331125035, 1386.9200271669542, 1252.4078706250293]",204730,6.304220628634629
qft_indep_qiskit_34.qasm,983.3065784916049,"[968.9341659999918, 989.6726686250186, 1005.5092977919849, 981.2751053330721, 971.1416547079571]",208105,6.174302754507533
qft_indep_qiskit_63.qasm,955.5125326415524,"[1022.2023472079309, 965.468301457935, 946.3893398749642, 927.4502221249277, 916.0524525420042]",209013,6.078947368421052
